word,sent
shares,1
shattered,-2
shit,-4
shithead,-4
shitty,-3
shock,-2
shocked,-2
shocking,-2
shocks,-2
shoot,-1
short-sighted,-2
short-sightedness,-2
shortage,-2
shortages,-2
shrew,-4
shy,-1
sick,-2
sigh,-2
significance,1
significant,1
silencing,-1
silly,-1
sincere,2
sincerely,2
sincerest,2
sinceridad,2
sinful,-3
singleminded,-2
skeptic,-2
skeptical,-2
escepticismo,-2
skeptics,-2
slam,-2
slash,-2
slashed,-2
slashes,-2
cuchillada,-2
slavery,-3
insomnio,-2
slick,2
slicker,2
slickest,2
sluggish,-2
slut,-5
smart,1
smarter,2
smartest,2
smear,-2
smile,2
smiled,2
smiles,2
smiling,2
smog,-2
sneaky,-1
snub,-2
snubbed,-2
snubbing,-2
desahogadores,-2
sobering,1
solemn,-1
solid,2
solidaridad,2
solution,1
solutions,1
solve,1
resuelto,1
solves,1
solving,1
somber,-2
some kind,0
son-of-a-bitch,-5
soothe,3
soothed,3
soothing,3
sophisticated,2
sore,-1
sorrow,-2
sorrowful,-2
sorry,-1
correo basura,-2
spammer,-3
spammers,-3
spam,-2
Chispa - chispear,1
sparkle,3
sparkles,3
sparkling,3
speculative,-2
espíritu,1
spirited,2
spiritless,-2
spiteful,-2
splendid,3
sprightly,2
squelched,-1
stab,-2
stabbed,-2
stable,2
stabs,-2
parar,-2
stalled,-2
stalling,-2
aguante,2
stampede,-2
startled,-2
starve,-2
starved,-2
starves,-2
starving,-2
firme,2
steal,-2
steals,-2
estereotipo,-2
stereotyped,-2
stifled,-1
stimulate,1
stimulated,1
stimulates,1
estimulante,2
stingy,-2
stolen,-2
stop,-1
stopped,-1
stopping,-1
parada,-1
cerveza negra,2
straight,1
strange,-1
strangely,-1
strangled,-2
strength,2
fortalecer,2
strengthened,2
fortalecimiento,2
fortalecer,2
stressed,-2
stressor,-2
stressors,-2
stricken,-2
huelga,-1
strikers,-2
huelgas,-1
strong,2
más fuerte,2
el más fuerte,2
struck,-1
lucha,-2
struggled,-2
struggles,-2
luchando,-2
stubborn,-2
stuck,-2
stunned,-2
stunning,4
stupid,-2
stupidly,-2
suave,2
substantial,1
substantially,1
subversive,-2
éxito,2
successful,3
suck,-3
chupa,-3
sufrir,-2
sufrimiento,-2
sufre,-2
suicidal,-2
suicide,-2
suing,-2
sulking,-2
sulky,-2
sullen,-2
sunshine,2
súper,3
superb,5
superior,2
support,2
supported,2
supporter,1
supporters,1
supporting,1
supportive,2
soporte,2
survived,2
surviving,2
sobreviviente,2
sospechar,-1
suspected,-1
sospecha,-1
suspects,-1
suspender,-1
suspended,-1
suspicious,-2
jurar,-2
swearing,-2
maldita,-2
sweet,2
swift,2
rápidamente,2
estafa,-3
swindles,-3
swindling,-3
sympathetic,2
compasión,2
tardar,-2
tears,-2
licitación,2
tense,-2
tensión,-1
terrible,-3
terriblemente,-3
terrific,4
terrified,-3
terror,-3
aterrorizar,-3
terrorized,-3
terrorizar,-3
agradecer,2
thankful,2
gracias,2
thorny,-2
thoughtful,2
thoughtless,-2
amenaza,-2
threaten,-2
threatened,-2
amenazante,-2
amenazar,-2
threats,-2
thrilled,5
frustrar,-2
thwarted,-2
thwarting,-2
frwarts,-2
timid,-2
timorato,-2
tired,-2
tits,-2
tolerante,2
sin dientes,-2
arriba,2
tops,2
torn,-2
tortura,-4
tortured,-4
tortura,-4
torturación,-4
totalitarian,-2
totalitarismo,-2
tout,-2
touted,-2
promoción,-2
touts,-2
tragedia,-2
tragic,-2
tranquil,2
trampa,-1
trapped,-2
trauma,-3
traumatic,-3
parodia,-2
traición,-3
de traición,-3
treasure,2
tesoros,2
temblor,-2
tremulous,-2
bureado,-2
astucia,-2
triunfo,4
triunfante,4
problema,-2
troubled,-2
nubes,-2
verdadero,2
trust,1
de confianza,2
tumor,-2
twat,-5
ugly,-3
inaceptable,-2
no apreciado,-2
no aprobado,-2
unaware,-2
increíble,-1
unbelieving,-1
imparcial,2
uncertain,-1
poco claro,-1
uncomfortable,-2
unconcerned,-2
inconfirmado,-1
poco convencido,-1
uncredited,-1
undecided,-1
subestimar,-1
underestimated,-1
subestima,-1
desestimación,-1
socavar,-2
undermined,-2
socava,-2
undermining,-2
de poco mérito,-2
indeseable,-2
difícil,-2
desempleo,-2
unequal,-1
inigualable,2
unethical,-2
unfair,-2
unfocused,-2
unfulfilled,-2
infeliz,-2
insalubre,-2
unified,1
no impresionado,-2
ininteligente,-2
united,1
unjust,-2
no amable,-2
unloved,-2
sin par,1
unmotivated,-2
no profesional,-2
no investigado,-2
unsatisfied,-2
unsecured,-2
inestable,-1
unsophisticated,-2
inestable,-2
Imparable,2
sin apoyo,-2
unsure,-1
untarnished,2
no deseado,-2
indigno de,-2
upset,-2
trastornos,-2
upsetting,-2
uptight,-2
urgente,-1
useful,2
usefulness,2
useless,-2
inutilidad,-2
vague,-2
validar,1
validated,1
validates,1
validating,1
veredicto,-1
verdicts,-1
vested,1
vejación,-2
irregular,-2
vibrant,3
vicious,-2
víctima,-3
victimizar,-3
víctima,-3
víctimas,-3
víctima,-3
víctimas,-3
vigilant,3
vil,-3
vindicar,2
vindicated,2
vindicates,2
vindicating,2
violar,-2
violated,-2
violar,-2
violating,-2
violencia,-3
violent,-3
virtuous,2
virulent,-2
vision,1
visionary,3
visión,1
visiones,1
vitalidad,3
vitamina,1
vitriolic,-3
vivacious,3
vociferante,-1
vulnerability,-2
vulnerable,-2
salir,-2
huelga,-2
wanker,-3
desear,1
guerra,-2
warfare,-2
warm,1
calor,2
warn,-2
warned,-2
warning,-3
advertencias,-3
advertencia,-2
was,0
waste,-1
wasted,-2
debilitante,-2
wavering,-1
débil,-2
weakness,-2
poder,3
wealthy,2
weary,-2
llorar,-2
llanto,-2
weird,-2
welcome,2
welcomed,2
bienvenida,2
whimsical,1
encalar,-3
puta,-4
wicked,-2
widowed,-1
voluntad,2
win,4
winner,4
winning,4
victorias,4
winwin,3
desear,1
deseos,1
deseando,1
retiro,-3
woebegone,-2
lamentable,-3
won,3
wonderful,4
woo,3
woohoo,3
wooo,4
lanzar,4
worn,-1
worried,-3
worry,-3
worrying,-3
peor,-3
worsen,-3
worsened,-3
worsening,-3
empeoramiento,-3
worshiped,3
worst,-3
worth,2
worthless,-2
worthy,2
wow,4
wowow,4
wowww,4
wrathful,-3
wreck,-2
equivocado,-2
wronged,-2
wtf,-4
yeah,1
yearning,1
yeees,2
yes,1
juvenil,2
asqueroso,-2
yummy,3
zealot,-2
zealots,-2
zealous,2
