word,sent
rigged,-1
Dirección correcta,3
rigorous,3
rigurosamente,3
disturbio,-2
disturbios,-2
Riesgo,-2
Riesgos,-2
Robar,-2
Ladrón,-2
con techo,-2
ladrón,-2
robo,-2
robust,2
rofl,4
roflcopter,4
roflmao,4
romance,2
rotación,4
rotflmfao,4
rotflol,4
ruina,-2
ruined,-2
ruina,-2
ruins,-2
sabotaje,-2
TRISTE,-2
Entristecer,-2
triste,-2
desafortunadamente,-2
safe,1
con seguridad,1
seguridad,1
saliente,1
LLENO DE SAVIA,-1
sarcastic,-2
satisfacer,2
ahorrar,2
salvado,2
estafa,-2
estafa,-2
escándalo,-3
scandalous,-3
escándalos,-3
chivo expiatorio,-2
chivo expiatorio,-2
susto,-2
scared,-2
scary,-2
concepto,-2
regañar,-2
cucharón,3
desdén,-2
scornful,-2
gritar,-2
grito,-2
gritando,-2
carcajadas,-2
screwed,-2
Atornillado,-3
escoria,-4
secure,2
secured,2
secures,2
sedición,-2
seditious,-2
seduced,-1
seguro de sí mismo,2
autosavón,-2
ser,-3
egoísmo,-3
oración,-2
sentenced,-2
oración,-2
oración,-2
sereno,2
severe,-2
sexy,3
shaky,-2
lástima,-2
shamed,-2
shameful,-2
compartir,1
shared,1
Comparte,1
Roto,-2
mierda,-4
gilipollas,-4
de mierda,-3
choque,-2
shocked,-2
balancearse,-2
choque,-2
disparar,-1
bermudas,-2
Miopía,-2
bermudas,-2
bermudas,-2
musaraña,-4
shy,-1
sick,-2
suspiro,-2
significado,1
significant,1
silencio,-1
silly,-1
sincere,2
atentamente,2
sincerest,2
sinceridad,2
sinful,-3
Soltero,-2
Escéptico,-2
skeptical,-2
Escepticismo,-2
skeptics,-2
Golpe,-2
barra oblicua,-2
cortado,-2
barras,-2
cuchillada,-2
esclavitud,-3
Insomnio,-2
slick,2
impermeable,2
slickest,2
sluggish,-2
puta,-5
Elegante,1
más inteligente,2
Más inteligente,2
colocar,-2
sonrisa,2
sonreír,2
Sonreír,2
sonriente,2
NIEBLA TÓXICA,-2
furtivo,-1
desaire,-2
snubbed,-2
desaguita,-2
Desahogadores,-2
sobresaliente,1
solemne,-1
solid,2
Solidaridad,2
solución,1
Soluciones,1
resolver,1
resuelto,1
solven,1
resolución,1
somber,-2
Algún tipo,0
Hijo de puta,-5
calmar,3
soothed,3
calmante,3
sophisticated,2
doloroso,-1
Pena,-2
chupar,-2
Lo siento,-1
correo basura,-2
spammer,-3
spammers,-3
spam,-2
Chispa - chispear,1
brillar,3
chispas,3
sparkling,3
speculative,-2
espíritu,1
spirited,2
sin ánimo,-2
spiteful,-2
splendid,3
sprightly,2
squelched,-1
puñalada,-2
stabbed,-2
estable,2
apuñalamiento,-2
parar,-2
parado,-2
estancamiento,-2
estambre,2
estampida,-2
startled,-2
morir de hambre,-2
starved,-2
estrella,-2
starving,-2
Firme,2
robar,-2
robo,-2
Estereotipo,-2
Esteriotipado,-2
stifled,-1
estimular,1
stimulated,1
estimular,1
estimulante,2
stingy,-2
stolen,-2
detener,-1
stopped,-1
parada,-1
Parada,-1
cerveza negra,2
straight,1
strange,-1
extrañamente,-1
strangled,-2
Fortaleza,2
Fortalecer,2
strengthened,2
Fortalecimiento,2
Fortalecer,2
stressed,-2
estresante,-2
estresores,-2
hetero,-2
huelga,-1
huelguistas,-2
huelgas,-1
fuerte,2
fuerte,2
stringast,2
struck,-1
lucha,-2
struggled,-2
luchas,-2
luchando,-2
stubborn,-2
stuck,-2
stunned,-2
impresionante,4
stupid,-2
estúpidamente,-2
suave,2
sustancial,1
sustancialmente,1
subversive,-2
sucesión,2
succionoso,3
chupar,-3
Chupa,-3
Sufreur,-2
suplicante,-2
que sufre,-2
suicida,-2
suicidio,-2
demandar,-2
malhuminado,-2
sulky,-2
sullen,-2
luz solar,2
súper,3
superb,5
más alto,2
apoyo,2
supported,2
supporter,1
supporters,1
supporting,1
apoyo,2
soporte,2
sobrevivió,2
sobreviviente,2
sobreviviente,2
sospechar,-1
sospechar,-1
sospecha,-1
suspects,-1
suspender,-1
suspended,-1
suspicious,-2
SWA,-2
SWA,-2
Maldita,-2
Dulce,2
swift,2
rápidamente,2
estafa,-3
swindles,-3
swindling,-3
sympathetic,2
Compasión,2
tardar,-2
Lágrimas,-2
tender,2
tense,-2
tensión,-1
horrible,-3
terriblemente,-3
terrific,4
terrified,-3
horror,-3
aterrorizar,-3
terrorized,-3
terroris,-3
Agradecer,2
thankful,2
Gracias,2
thorny,-2
thoughtful,2
sin duda,-2
amenaza,-2
amenazar,-2
threatened,-2
amenazante,-2
tramas,-2
amenazas,-2
thrilled,5
frustrar,-2
thwarted,-2
frustrante,-2
frwarts,-2
timid,-2
timorato,-2
tired,-2
tetas,-2
tolerante,2
sin dientes,-2
arriba,2
tops,2
torn,-2
tortura,-4
tortured,-4
tortura,-4
torturación,-4
totalitarian,-2
totalitarismo,-2
Revendedor,-2
touted,-2
promoción,-2
touts,-2
tragedia,-2
tragic,-2
tranquil,2
trampa,-1
trapped,-2
trauma,-3
traumatic,-3
Prani,-2
Traición,-3
De traición,-3
tesoro,2
tesoros,2
temblor,-2
tremulous,-2
bureado,-2
trampa,-2
triunfo,4
triunfante,4
problema,-2
troubled,-2
nubes,-2
verdadero,2
confianza,1
de confianza,2
tumor,-2
coño,-5
ugly,-3
inaceptable,-2
No apreciado,-2
No aprobado,-2
Inconsciente,-2
increíble,-1
unbelieving,-1
imparcial,2
uncertain,-1
desconectar,-1
uncomfortable,-2
No encender,-2
no encendido,-1
Poco convencido,-1
No acreditado,-1
undecided,-1
subestimar,-1
underestimated,-1
indisimatimas,-1
Subestimación,-1
Socavar,-2
undermined,-2
Socava,-2
undermining,-2
De poco mérito,-2
Indeseable,-2
Difícil,-2
Desempleo,-2
desigual,-1
Inigualable,2
Poco ético,-2
unfair,-2
Inactivado,-2
No cumplido,-2
nanhappy,-2
INSALUBRE,-2
unified,1
no impresionado,-2
Ininteligente,-2
united,1
unjust,-2
no amable,-2
no amado,-2
Sin par,1
unmotivated,-2
no profesional,-2
no investigado,-2
unsatisfied,-2
unsecured,-2
INESTABLE,-1
no sofisticado,-2
umtable,-2
Imparable,2
Sin apoyo,-2
omitir,-1
Inquietante,2
No deseado,-2
indigno de,-2
upset,-2
Trastornos,-2
upsetting,-2
uptight,-2
Urgente,-1
Útil,2
Utilidad,2
Inútil,-2
Inutilidad,-2
vague,-2
validar,1
validated,1
validates,1
validante,1
veredicto,-1
veredictos,-1
vesed,1
vejación,-2
irregular,-2
vibrante,3
vicious,-2
víctima,-3
victimizar,-3
víctima,-3
Víctima,-3
víctima,-3
Víctimas,-3
vigilante,3
vil,-3
vindicar,2
vindicated,2
vindicates,2
reivindicación,2
violar,-2
violated,-2
Violar,-2
Violar,-2
violencia,-3
violent,-3
virtuous,2
virulent,-2
Visión,1
visionary,3
visión,1
visiones,1
vitalidad,3
vitamina,1
vitriolic,-3
vivaz,3
viíferos,-1
vulnerabilidad,-2
vulnerable,-2
salir,-2
Huelga,-2
Gilipollas,-3
desear,1
Guerra,-2
Guerra,-2
warm,1
Calor,2
ADVERTIR,-2
warned,-2
Advertencia,-3
Advertencias,-3
Advertencia,-2
Era,0
desperdiciar,-1
wasted,-2
Debilitante,-2
Vacilante,-1
débil,-2
debilidad,-2
poder,3
wealthy,2
weary,-2
llorar,-2
llanto,-2
weird,-2
welcome,2
welcomed,2
Bienvenida,2
enormoso,1
Encalar,-3
puta,-4
de color,-2
widowed,-1
Voluntad,2
ganar,4
winner,4
winning,4
victorias,4
Winwin,3
desear,1
deseos,1
deseando,1
Retiro,-3
woebegone,-2
lamentable,-3
ganado,3
wonderful,4
cortejar,3
Woohoo,3
wooo,4
lanzar,4
worn,-1
Woried,-3
preocuparse,-3
preocupante,-3
tumor,-3
torsen,-3
worsened,-3
aturdimiento,-3
torson,-3
Culto,3
El peor,-3
valer,2
Sin valor,-2
worthy,2
Guau,4
wowow,4
wwww,4
wrathful,-3
Naufragio,-2
Equivocado,-2
wronged,-2
WTF,-4
sí,1
anhelo,1
YEEES,2
Sí,1
juvenil,2
Asqueroso,-2
yummy,3
zealot,-2
zealots,-2
zealous,2
